74;speech_act;ambiguity;dirty;;messy;;;;
74;speech_act;peace;dirty;;messy;;;;
74;speech_act;jargon;;filthy;;;;;
75;cloth_covering;coverlet;dirty;;;;;;
76;mobility;sidewalk;dirty;filthy;;;;gryazniy;
77;condiment;bandage;dirty;filthy;;;;gryazniy;
78;regular_payment;rent;dirty;;;;;;
79;hole;throat;dirty;filthy;;;;;
79;hole;cistern;dirty;;;;;;
80;natural_object;paint;dirty;filthy;messy;;;gryazniy;
80;natural_object;hair;dirty;filthy;messy;;;gryazniy;
80;natural_object;skirt;dirty;filthy;;;;gryazniy;
80;natural_object;skin;dirty;filthy;;;;gryazniy;
80;natural_object;carpet;dirty;filthy;;;;gryazniy;
80;natural_object;sleeve;dirty;filthy;;;;gryazniy;
80;natural_object;rug;dirty;filthy;;;;;
80;natural_object;profession;dirty;filthy;;;;;
80;natural_object;roof;dirty;filthy;;;;;
80;natural_object;shawl;dirty;filthy;;;;;
80;natural_object;cobblestone;dirty;;;;;gryazniy;
80;natural_object;toga;dirty;;;;;;
80;natural_object;poncho;dirty;;;;;;
80;natural_object;cowl;dirty;;;;;;
80;natural_object;umbrella;dirty;;;;;;
80;natural_object;varnish;dirty;;;;;;
80;natural_object;root;dirty;;;;;;
80;natural_object;leaf;dirty;;;;;;
80;natural_object;carpeting;dirty;;;;;;
80;natural_object;wrap;dirty;;;;;;
80;natural_object;bedding;;filthy;;;;;
80;natural_object;mat;;;;;;gryazniy;
80;natural_object;foliage;;;;;;gryazniy;
80;natural_object;lining;;;;;;gryazniy;
80;natural_object;cork;;;;;;gryazniy;
81;cereal;kaffir;dirty;;;;;;
82;quantity;price;dirty;;;;;;
83;animal;bird;dirty;filthy;messy;;;gryazniy;
83;animal;insect;dirty;filthy;;;;;
83;animal;pup;dirty;filthy;;;;;
83;animal;whelp;dirty;;;;;;
83;animal;kitten;dirty;;;;;;
83;animal;schoolboy;dirty;;;;;;
84;creating_by_removal;trench;dirty;filthy;;;;gryazniy;
84;creating_by_removal;stairwell;dirty;;;;;;
85;location;corner;dirty;filthy;messy;;;gryazniy;
85;location;room;dirty;filthy;messy;;;gryazniy;
85;location;scene;dirty;filthy;messy;;;gryazniy;
85;location;palm;dirty;filthy;;;;gryazniy;
85;location;blouse;dirty;filthy;;;;gryazniy;
85;location;courtyard;dirty;filthy;;;;;
85;location;enclosure;dirty;filthy;;;;;
85;location;castle;dirty;;;;;;
85;location;palace;dirty;;;;;;
85;location;backside;dirty;;;;;;
85;location;playground;dirty;;;;;;
85;location;underside;dirty;;;;;;
85;location;center;;;messy;;;;
85;location;desktop;;;messy;;;;
85;location;front;;;;;;gryazniy;
85;location;bottom;;;;;;gryazniy;
86;undergarment;nightgown;dirty;filthy;;;;;
86;undergarment;undies;dirty;;;;;;
86;undergarment;nightdress;dirty;;;;;;
87;concern;stuff;dirty;filthy;messy;;;gryazniy;
87;concern;mixture;dirty;filthy;messy;;;;
87;concern;food;dirty;filthy;messy;;;;
87;concern;material;dirty;filthy;messy;;;;
87;concern;glass;dirty;filthy;;;schmutzig;gryazniy;
87;concern;poison;dirty;filthy;;;;gryazniy;
87;concern;powder;dirty;filthy;;;;;
87;concern;ash;dirty;filthy;;;;;
87;concern;wedding;dirty;;;;;;
87;concern;fuel;dirty;;;;;;
87;concern;cylinder;dirty;;;;;;
87;concern;presentation;;;messy;;;;
87;concern;fluid;;;;;;gryazniy;
88;extremum;hoop;dirty;;;;;;
89;exclusion;spitting;;;;;;gryazniy;
90;figure;triangle;;;messy;;;;
91;improvement;flophouse;;;;;;gryazniy;
92;sending;canal;dirty;filthy;;;;;
92;sending;gutter;dirty;filthy;;;;;
92;sending;strait;;;;;;gryazniy;
93;unit_of_measurement;backyard;dirty;filthy;messy;;;gryazniy;
93;unit_of_measurement;farmyard;dirty;filthy;;;;;
93;unit_of_measurement;barnyard;dirty;filthy;;;;;
93;unit_of_measurement;v;dirty;;;;;;
93;unit_of_measurement;shilling;dirty;;;;;;
93;unit_of_measurement;pence;dirty;;;;;;
93;unit_of_measurement;pound;dirty;;;;;;
93;unit_of_measurement;r;dirty;;;;;;
93;unit_of_measurement;bob;dirty;;;;;;
93;unit_of_measurement;penny;dirty;;;;;;
94;crowd;slag;dirty;;;;;;
95;interaction;kiss;;;messy;;;gryazniy;
96;preparation;array;;;messy;;;;
97;housing;camp;dirty;filthy;messy;;;;
97;housing;barracks;dirty;filthy;;;;gryazniy;
97;housing;bivouac;;;;;;gryazniy;
98;cognitive_psychology;probe;dirty;;;;;;
98;cognitive_psychology;investigation;;;messy;;;;
99;knowing;hold;;;;;;gryazniy;
100;bovid;cow;dirty;filthy;;;;gryazniy;
101;physical_condition;chaos;dirty;filthy;messy;;;gryazniy;
101;physical_condition;infection;;filthy;;;;;
102;ingredient;sugar;dirty;filthy;;;;;
102;ingredient;honey;dirty;;;;;;
102;ingredient;sauce;;;messy;;;;
103;mineral;chalk;dirty;;;;;gryazniy;
104;communicator;scribbler;dirty;;;;;;
104;communicator;pacifier;dirty;;;;;;
104;communicator;fink;dirty;;;;;;
104;communicator;storyteller;;filthy;;;;;
105;tree;pine;dirty;;;;;;
106;military_officer;captain;dirty;;;;;;
106;military_officer;colonel;;;;;;gryazniy;
107;adult;wench;dirty;filthy;;;;;
107;adult;hag;dirty;filthy;;;;;
107;adult;macaroni;dirty;;;;;;
107;adult;nurse;dirty;;;;;;
107;adult;mechanic;dirty;;;;;;
107;adult;slattern;dirty;;;;;;
107;adult;dame;dirty;;;;;;
107;adult;weaver;;filthy;;;;;
107;adult;coxcomb;;filthy;;;;;
107;adult;belle;;;;;;gryazniy;
108;representation;sight;dirty;filthy;messy;;;;
108;representation;smell;dirty;filthy;;;;gryazniy;
108;representation;taste;dirty;filthy;;;;;
108;representation;landscape;dirty;;messy;;;;
108;representation;odour;;filthy;;;;;
109;assets;loin;dirty;filthy;;;;;
109;assets;butt;dirty;;;;;gryazniy;
110;judgment;footprint;dirty;;;;;;
111;movement;trickle;dirty;;;;;gryazniy;
111;movement;runoff;dirty;;;;;;
111;movement;backwash;dirty;;;;;;
111;movement;drip;;;;;;gryazniy;
112;financial_gain;cleanup;;;messy;;;;
113;attribute;hole;dirty;filthy;messy;;;gryazniy;
